assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
GCF_020614395.1,PRJNA224116,SAMN22374871,na,reference genome,555573,555573,Salarchaeum japonicum,strain=JCM 16327,na,latest,Complete Genome,Major,Full,26/10/2021,ASM2061439v1,Jiangsu University,GCA_020614395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/614/395/GCF_020614395.1_ASM2061439v1,na,assembly from type material,na,haploid,archaea,2339281,2339281,67.5,2,2,2,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),23/11/2023,2616,2560,52,na
GCF_039641995.1,PRJNA224116,SAMN23316877,na,reference genome,565033,565033,Geoglobus acetivorans,strain=SBH6,na,latest,Complete Genome,Major,Full,18/05/2024,ASM3964199v1,"Key Laboratory of Marine Genetic Resources, The Third Institute of Oceanography, Ministry of Natural Resources",GCA_039641995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/641/995/GCF_039641995.1_ASM3964199v1,na,assembly from type material,na,haploid,archaea,1903522,1903522,46.5,1,1,1,NCBI RefSeq,GCF_039641995.1-RS_2024_05_15,15/05/2024,2233,2173,52,na
GCF_000148385.1,PRJNA224116,SAMN00017002,na,reference genome,572478,164451,Vulcanisaeta distributa DSM 14429,strain=DSM 14429,na,latest,Complete Genome,Major,Full,22/09/2010,ASM14838v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000148385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/385/GCF_000148385.1_ASM14838v1,na,assembly from type material,na,haploid,archaea,2374137,2374137,45.5,1,1,1,NCBI RefSeq,GCF_000148385.1-RS_2024_05_01,01/05/2024,2567,2499,50,21304741
GCF_000025285.1,PRJNA224116,SAMN00017459,na,reference genome,572546,84156,Archaeoglobus profundus DSM 5631,strain=DSM 5631,na,latest,Complete Genome,Major,Full,19/01/2010,ASM2528v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000025285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/285/GCF_000025285.1_ASM2528v1,na,assembly from type material,na,haploid,archaea,1563423,1563423,42,2,2,2,NCBI RefSeq,GCF_000025285.1-RS_2024_05_01,01/05/2024,1893,1833,52,21304717
GCF_000092305.1,PRJNA224116,SAMN00017484,na,reference genome,573063,67760,Methanocaldococcus infernus ME,strain=ME,na,latest,Complete Genome,Major,Full,30/04/2010,ASM9230v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000092305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/305/GCF_000092305.1_ASM9230v1,na,assembly from type material,na,haploid,archaea,1328194,1328194,33.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),15/02/2024,1500,1439,46,na
GCF_000023985.1,PRJNA224116,SAMN02598490,na,reference genome,573064,83171,Methanocaldococcus fervens AG86,strain=AG86,na,latest,Complete Genome,Major,Full,28/08/2009,ASM2398v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000023985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/985/GCF_000023985.1_ASM2398v1,na,assembly from type material,na,haploid,archaea,1507251,1507251,32,2,2,2,NCBI RefSeq,GCF_000023985.1-RS_2024_05_01,01/05/2024,1661,1596,45,na
GCF_000024625.1,PRJNA224116,SAMN02598493,na,reference genome,579137,73913,Methanocaldococcus vulcanius M7,strain=M7,na,latest,Complete Genome,Major,Full,15/10/2009,ASM2462v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/625/GCF_000024625.1_ASM2462v1,na,assembly from type material,na,haploid,archaea,1761737,1761737,31.5,3,3,3,NCBI RefSeq,GCF_000024625.1-RS_2024_05_01,01/05/2024,1784,1727,45,na
GCF_000517445.1,PRJNA224116,SAMN03081513,na,reference genome,582419,582419,Thermococcus paralvinellae,strain=ES1,na,latest,Complete Genome,Major,Full,10/01/2014,ASM51744v1,Kyung Hee University,GCA_000517445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/445/GCF_000517445.1_ASM51744v1,na,assembly from type material,na,haploid,archaea,1957742,1957742,40.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/01/2024,2181,2105,52,25082851
GCF_001971705.1,PRJNA224116,SAMN05417698,na,reference genome,588898,588898,Natronorubrum daqingense,strain=JX313,na,latest,Complete Genome,Major,Full,26/01/2017,ASM197170v1,Heilongjiang Academy,GCA_001971705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/705/GCF_001971705.1_ASM197170v1,na,assembly from type material,na,haploid,archaea,3835796,3835796,61.5,4,4,4,NCBI RefSeq,GCF_001971705.1-RS_2024_05_05,05/05/2024,3788,3709,54,na
GCF_000025505.1,PRJNA224116,SAMN02598503,na,reference genome,589924,54261,Ferroglobus placidus DSM 10642,strain=DSM 10642,na,latest,Complete Genome,Major,Full,16/02/2010,ASM2550v1,US DOE Joint Genome Institute,GCA_000025505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/505/GCF_000025505.1_ASM2550v1,na,assembly from type material,na,haploid,archaea,2196266,2196266,44,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),24/04/2023,2616,2551,54,22180810
GCF_000092465.1,PRJNA224116,SAMN00002730,na,reference genome,591019,84599,Staphylothermus hellenicus DSM 12710,strain=DSM 12710,na,latest,Complete Genome,Major,Full,01/06/2010,ASM9246v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000092465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/465/GCF_000092465.1_ASM9246v1,na,assembly from type material,na,haploid,archaea,1580347,1580347,37,1,1,1,NCBI RefSeq,GCF_000092465.1-RS_2024_05_01,01/05/2024,1691,1633,50,22180806
GCF_000022365.1,PRJNA224116,SAMN02603333,na,reference genome,593117,187878,Thermococcus gammatolerans EJ3,strain=EJ3; DSM 15229,na,latest,Complete Genome,Major,Full,12/06/2009,ASM2236v1,"IGM/ Universit Paris-Sud, France",GCA_000022365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/365/GCF_000022365.1_ASM2236v1,na,assembly from type material,na,haploid,archaea,2045438,2045438,53.5,1,1,1,NCBI RefSeq,GCF_000022365.1-RS_2024_03_27,27/03/2024,2227,2166,52,19558674
GCF_000327485.1,PRJNA224116,SAMN02232038,na,reference genome,593750,882104,Methanoregula formicica SMSP,strain=SMSP,na,latest,Complete Genome,Major,Full,21/12/2012,ASM32748v1,DOE Joint Genome Institute,GCA_000327485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/485/GCF_000327485.1_ASM32748v1,na,assembly from type material,na,haploid,archaea,2820858,2820858,55,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),16/01/2024,2903,2844,53,25189582
GCF_000022545.1,PRJNA224116,SAMN02603090,na,reference genome,604354,172049,Thermococcus sibiricus MM 739,strain=MM 739,na,latest,Complete Genome,Major,Full,29/06/2009,ASM2254v1,Centre,GCA_000022545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/545/GCF_000022545.1_ASM2254v1,na,assembly from type material,na,haploid,archaea,1845800,1845800,40,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/01/2024,2052,1970,52,19447963
GCF_003201765.2,PRJNA224116,SAMN09071530,na,reference genome,619593,312539,Acidianus sulfidivorans JP7,strain=JP7,na,latest,Complete Genome,Major,Full,10/03/2020,ASM320176v2,North Carolina State University,GCA_003201765.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/765/GCF_003201765.2_ASM320176v2,na,assembly from type material,na,haploid,archaea,2265309,2265309,31,1,1,1,NCBI RefSeq,GCF_003201765.2-RS_2024_03_29,29/03/2024,2352,2288,51,na
GCF_000092185.1,PRJNA224116,SAMN02598509,na,reference genome,633148,54254,Thermosphaera aggregans DSM 11486,strain=DSM 11486,na,latest,Complete Genome,Major,Full,17/05/2010,ASM9218v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000092185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/185/GCF_000092185.1_ASM9218v1,na,assembly from type material,na,haploid,archaea,1316595,1316595,46.5,1,1,1,NCBI RefSeq,GCF_000092185.1-RS_2024_05_01,01/05/2024,1458,1400,50,21304709
GCF_003990725.2,PRJNA224116,SAMN09425686,na,na,634157,634157,Halorubrum sp. PV6,strain=PV6,na,latest,Complete Genome,Major,Full,05/08/2019,ASM399072v2,University of Helsinki,GCA_003990725.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/990/725/GCF_003990725.2_ASM399072v2,na,na,na,haploid,archaea,3044466,3044466,66.5,2,2,2,NCBI RefSeq,GCF_003990725.2-RS_2024_05_06,06/05/2024,3108,3003,56,30245679
GCF_000223905.1,PRJNA224116,SAMN02602960,na,reference genome,634497,51589,Haloarcula hispanica ATCC 33960,strain=CGMCC 1.2049,na,latest,Complete Genome,Major,Full,17/08/2011,ASM22390v1," Institute of Microbiology, Chinese Academy of Sciences",GCA_000223905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/905/GCF_000223905.1_ASM22390v1,na,assembly from type material,na,haploid,archaea,3890005,3890005,62.5,3,3,3,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),16/01/2024,3928,3825,60,21994921
GCF_000024185.1,PRJNA224116,SAMN02603710,na,reference genome,634498,83816,Methanobrevibacter ruminantium M1,strain=M1,na,latest,Complete Genome,Major,Full,05/02/2010,ASM2418v1,Pastoral Greenhouse Gas Research Consortium,GCA_000024185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/185/GCF_000024185.1_ASM2418v1,na,assembly from type material,na,haploid,archaea,2937203,2937203,32.5,1,1,1,NCBI RefSeq,GCF_000024185.1-RS_2024_03_28,28/03/2024,2283,2200,63,20126622
GCF_000828535.1,PRJNA224116,SAMD00170763,na,na,637914,39152,Methanococcus maripaludis KA1,strain=KA1,na,latest,Complete Genome,Major,Full,01/10/2014,ASM82853v1,National Institute of Technology and Evaluation,GCA_000828535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/535/GCF_000828535.1_ASM82853v1,na,na,na,haploid,archaea,1858414,1858414,33,2,2,2,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/02/2024,2020,1952,47,na
GCF_000828555.1,PRJNA224116,SAMD00170764,na,na,637915,39152,Methanococcus maripaludis OS7,strain=OS7,na,latest,Complete Genome,Major,Full,01/10/2014,ASM82855v1,National Institute of Technology and Evaluation,GCA_000828555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/555/GCF_000828555.1_ASM82855v1,na,na,na,haploid,archaea,1749749,1749749,33,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/02/2024,1896,1838,46,na
GCF_000025525.1,PRJNA224116,SAMN02598520,na,na,644281,644281,Methanocaldococcus sp. FS406-22,strain=FS406-22,na,latest,Complete Genome,Major,Full,17/02/2010,ASM2552v1,US DOE Joint Genome Institute,GCA_000025525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/525/GCF_000025525.1_ASM2552v1,na,na,na,haploid,archaea,1773136,1773136,32,2,2,2,NCBI RefSeq,GCF_000025525.1-RS_2024_08_13,13/08/2024,1895,1834,45,na
GCF_000196655.1,PRJNA224116,SAMN00015125,na,reference genome,644295,2322,Methanohalobium evestigatum Z-7303,strain=Z-7303,na,latest,Complete Genome,Major,Full,15/06/2010,ASM19665v1,US DOE Joint Genome Institute,GCA_000196655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/655/GCF_000196655.1_ASM19665v1,na,assembly from type material,na,haploid,archaea,2406232,2406232,36.5,2,2,2,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),15/02/2024,2456,2350,58,na
GCF_000179575.2,PRJNA224116,SAMN00100784,na,reference genome,647113,155863,Methanothermococcus okinawensis IH1,strain=IH1,na,latest,Complete Genome,Major,Full,06/06/2011,ASM17957v2,US DOE Joint Genome Institute (JGI-PGF),GCA_000179575.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/575/GCF_000179575.2_ASM17957v2,na,assembly from type material,na,haploid,archaea,1677455,1677455,29.5,2,2,2,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),15/02/2024,1703,1634,47,na
GCF_003856835.1,PRJNA224116,SAMN09684815,na,reference genome,660522,660522,Haloplanus aerogenes,strain=JCM 16430,na,latest,Complete Genome,Major,Full,03/12/2018,ASM385683v1,World Institute of Kimchi,GCA_003856835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/856/835/GCF_003856835.1_ASM385683v1,na,assembly from type material,na,haploid,archaea,3503092,3503092,65.5,2,2,2,NCBI RefSeq,GCF_003856835.1-RS_2024_05_06,06/05/2024,3670,3574,59,na
GCF_018200015.1,PRJNA224116,SAMN18811338,na,reference genome,662476,35742,Haloarcula sinaiiensis ATCC 33800,strain=ATCC 33800,na,latest,Complete Genome,Major,Full,29/04/2021,ASM1820001v1,University of Maryland,GCA_018200015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/200/015/GCF_018200015.1_ASM1820001v1,na,assembly from type material,na,haploid,archaea,4537128,4537128,60.5,7,7,7,NCBI RefSeq,GCF_018200015.1-RS_2024_03_28,28/03/2024,4625,4444,64,34435862
GCF_000144915.1,PRJNA224116,SAMN02603091,na,reference genome,666510,242703,Acidilobus saccharovorans 345-15,strain=345-15,na,latest,Complete Genome,Major,Full,06/08/2010,ASM14491v1,Centre Bioengineering RAS,GCA_000144915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/915/GCF_000144915.1_ASM14491v1,na,assembly from type material,na,haploid,archaea,1496453,1496453,57,1,1,1,NCBI RefSeq,GCF_000144915.1-RS_2024_03_28,28/03/2024,1548,1495,51,20581186
GCF_000327505.1,PRJNA224116,SAMN02261429,na,na,673860,673860,Aciduliprofundum sp. MAR08-339,strain=MAR08-339,na,latest,Complete Genome,Major,Full,21/12/2012,ASM32750v1,JGI,GCA_000327505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/505/GCF_000327505.1_ASM32750v1,na,na,na,haploid,archaea,1437090,1437090,44,1,1,1,NCBI RefSeq,GCF_000327505.1-RS_2024_03_23,23/03/2024,1578,1524,51,22363325
GCF_000217995.1,PRJNA224116,SAMN02232039,na,reference genome,679901,39669,Methanosalsum zhilinae DSM 4017,strain=DSM 4017,na,latest,Complete Genome,Major,Full,13/06/2011,ASM21799v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000217995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/995/GCF_000217995.1_ASM21799v1,na,assembly from type material,na,haploid,archaea,2138444,2138444,39,1,1,1,NCBI RefSeq,GCF_000217995.1-RS_2024_05_01,01/05/2024,2078,1995,61,na
GCF_000147875.1,PRJNA224116,SAMN00017400,na,reference genome,679926,54120,Methanolacinia petrolearia DSM 11571,strain=DSM 11571,na,latest,Complete Genome,Major,Full,17/09/2010,ASM14787v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000147875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/875/GCF_000147875.1_ASM14787v1,na,assembly from type material,na,haploid,archaea,2843290,2843290,47.5,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),08/11/2023,2857,2792,57,21304750
GCF_023167465.1,PRJNA224116,SAMD00451045,na,reference genome,680118,680118,Methanothermobacter tenebrarum,strain=RMAS,na,latest,Complete Genome,Major,Full,07/04/2022,ASM2316746v1,"Faculty of Applied Biological Sciences, Gifu University",GCA_023167465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/167/465/GCF_023167465.1_ASM2316746v1,na,assembly from type material,na,haploid,archaea,1495190,1495190,42,2,2,2,NCBI RefSeq,GCF_023167465.1-RS_2024_05_14,14/05/2024,1674,1616,45,na
GCF_000194625.1,PRJNA224116,SAMN00713598,na,reference genome,693661,58290,Archaeoglobus veneficus SNP6,strain=SNP6,na,latest,Complete Genome,Major,Full,31/03/2011,ASM19462v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000194625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/625/GCF_000194625.1_ASM19462v1,na,assembly from type material,na,haploid,archaea,1901943,1901943,47,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),15/02/2024,2181,2125,51,na
GCF_000223395.1,PRJNA224116,SAMN02232047,na,reference genome,694429,54252,Pyrolobus fumarii 1A,strain=1A,na,latest,Complete Genome,Major,Full,12/08/2011,ASM22339v1,DOE Joint Genome Institute,GCA_000223395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/395/GCF_000223395.1_ASM22339v1,na,assembly from type material,na,haploid,archaea,1843267,1843267,55,1,1,1,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),24/04/2023,2007,1951,52,21886865
GCF_000328685.1,PRJNA224116,SAMN02261263,na,reference genome,694430,29288,Natronococcus occultus SP4,strain=SP4,na,latest,Complete Genome,Major,Full,28/12/2012,ASM32868v1,JGI,GCA_000328685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/685/GCF_000328685.1_ASM32868v1,na,assembly from type material,na,haploid,archaea,4314118,4314118,64.5,3,3,3,NCBI RefSeq,GCF_000328685.1-RS_2024_05_02,02/05/2024,4365,4215,69,na
GCF_000813245.1,PRJNA224116,SAMN03274240,na,na,697581,1365176,Thermofilum adornatum 1505,strain=1505,na,latest,Complete Genome,Major,Full,02/01/2015,ASM81324v1,Centre Bioengineering RAS,GCA_000813245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/813/245/GCF_000813245.1_ASM81324v1,na,na,na,haploid,archaea,1754190,1754190,46.5,1,1,1,NCBI RefSeq,GCF_000813245.1-RS_2024_03_28,28/03/2024,1952,1900,48,na
GCF_004799685.1,PRJNA224116,SAMN09711302,na,na,699433,699433,Halobellus limi,strain=CGMCC 1.10331,na,latest,Complete Genome,Major,Full,18/04/2019,ASM479968v1,Wuhan University,GCA_004799685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/799/685/GCF_004799685.1_ASM479968v1,na,assembly from type material,na,haploid,archaea,3749890,3749890,66,4,4,4,NCBI RefSeq,GCF_004799685.1-RS_2024_05_06,06/05/2024,3731,3587,59,30975999
GCF_030296735.1,PRJNA224116,SAMD00582127,na,na,710190,710190,Methanobacterium petrolearium,strain=NBRC 105198,na,latest,Complete Genome,Major,Full,24/03/2023,ASM3029673v1,WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),GCA_030296735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/735/GCF_030296735.1_ASM3029673v1,na,assembly from type material,na,haploid,archaea,2532033,2532033,38,2,2,2,NCBI RefSeq,GCF_030296735.1-RS_2024_05_03,03/05/2024,2682,2454,49,30832757
GCF_030296715.1,PRJNA224116,SAMD00582126,na,reference genome,710191,710191,Methanobacterium ferruginis,strain=NBRC 105197,na,latest,Complete Genome,Major,Full,24/03/2023,ASM3029671v1,WFCC-MIRCEN World Data Centre for Microorganisms (WDCM),GCA_030296715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/715/GCF_030296715.1_ASM3029671v1,na,assembly from type material,na,haploid,archaea,2803797,2803797,37.5,1,1,1,NCBI RefSeq,GCF_030296715.1-RS_2024_06_21,21/06/2024,2862,2634,53,30832757
GCF_025998175.1,PRJNA224116,SAMD00520034,na,reference genome,718286,718286,Nitrosopumilus zosterae,strain=NM25,na,latest,Complete Genome,Major,Full,25/08/2022,ASM2599817v1,"Environmental Microbiology Lab, Department of Chemistry and Life Science, College of Bioresource Sciences, Nihon University",GCA_025998175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/998/175/GCF_025998175.1_ASM2599817v1,na,assembly from type material,na,haploid,archaea,1775052,1775052,34,1,1,1,NCBI RefSeq,GCF_025998175.1-RS_2024_04_29,29/04/2024,2136,2083,48,na
GCF_002156705.1,PRJNA224116,SAMN06349942,na,reference genome,745377,745377,Natrarchaeobaculum aegyptiacum,strain=JW/NM-HA 15,na,latest,Complete Genome,Major,Full,23/05/2017,ASM215670v1,Chinese Academy of Agricultural Sciences,GCA_002156705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/705/GCF_002156705.1_ASM215670v1,na,assembly from type material,na,haploid,archaea,3930546,3930546,64,1,1,1,NCBI RefSeq,GCF_002156705.1-RS_2024_06_16,16/06/2024,3845,3708,58,29388536
GCF_002906575.1,PRJNA224116,SAMN08381148,na,reference genome,755307,755307,Salinigranum rubrum,strain=GX10,na,latest,Complete Genome,Major,Full,30/01/2018,ASM290657v1,ZheJiang University,GCA_002906575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/575/GCF_002906575.1_ASM290657v1,na,assembly from type material,na,haploid,archaea,4973118,4973118,65.5,6,6,6,NCBI RefSeq,GCF_002906575.1-RS_2024_05_05,05/05/2024,5069,4734,57,na
GCF_000186365.1,PRJNA224116,SAMN00103627,na,reference genome,765177,2275,Desulfurococcus mucosus DSM 2162,strain=DSM 2162,na,latest,Complete Genome,Major,Full,20/01/2011,ASM18636v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000186365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/365/GCF_000186365.1_ASM18636v1,na,assembly from type material,na,haploid,archaea,1314639,1314639,53,1,1,1,NCBI RefSeq,GCF_000186365.1-RS_2024_05_01,01/05/2024,1418,1364,51,21677854
GCF_000237865.1,PRJNA224116,SAMEA2272799,na,na,768065,293091,Haloquadratum walsbyi C23,strain=DSM 16854 = C23,na,latest,Complete Genome,Major,Full,31/05/2011,ASM23786v1,Max-Planck-Institute of Biochemistry,GCA_000237865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/865/GCF_000237865.1_ASM23786v1,na,assembly from type material,na,haploid,archaea,3260476,3260476,47.5,4,4,4,NCBI RefSeq,GCF_000237865.1-RS_2024_05_05,05/05/2024,3006,2794,53,21701686
GCF_000231015.2,PRJNA224116,SAMN02232017,na,reference genome,768672,94694,Desulfurococcus amylolyticus DSM 16532,strain=DSM 16532,na,latest,Complete Genome,Major,Full,07/06/2012,ASM23101v3,DOE Joint Genome Institute,GCA_000231015.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/015/GCF_000231015.2_ASM23101v3,na,assembly from synonym type material,na,haploid,archaea,1384116,1384116,45,1,1,1,NCBI RefSeq,GCF_000231015.2-RS_2024_03_28,28/03/2024,1543,1486,51,23012283
GCF_000253055.1,PRJNA224116,SAMEA2272453,na,reference genome,768679,2271,Thermoproteus tenax Kra 1,strain=Kra 1,na,latest,Complete Genome,Major,Full,06/10/2011,ASM25305v1,"University of Duisburg-Essen, Faculty of Chemistry, Molecular Enzyme Technology and Biochemistry",GCA_000253055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/055/GCF_000253055.1_ASM25305v1,na,assembly from type material,na,haploid,archaea,1841542,1841542,55,1,1,1,NCBI RefSeq,GCF_000253055.1-RS_2024_03_28,28/03/2024,2125,2054,49,22003381
